what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1381923619149
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1381923619150
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1381923619150
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1381923619151
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1381923619151
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1381923619152
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1381923619152
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1381923619152
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1381923619153
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1381923619153
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1381923619154
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1381923619154
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1381923619154
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1381923619155
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1381923619155
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1381923619156
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1381923619156
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1381923619156
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1381923619157
started,bundle,com.altera.sbtgui.core,13.1.0.160,"com.altera.sbtgui.core",1381923619157
started,bundle,com.altera.sbtgui.integration,13.1.0.160,"com.altera.sbtgui.integration",1381923619157
started,bundle,com.altera.sbtgui.launch,13.1.0.160,"com.altera.sbtgui.launch",1381923619158
started,bundle,com.altera.sbtgui.project,13.1.0.160,"com.altera.sbtgui.project",1381923619158
started,bundle,com.altera.systemconsole,13.1.0.160,"com.altera.systemconsole",1381923619158
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.160,"com.altera.systemconsole.designs.plugin",1381923619158
started,bundle,com.altera.utilities,13.1.0.160,"com.altera.utilities",1381923619159
os,sysinfo,,,"win32",1381923619160
arch,sysinfo,,,"x86",1381923619160
ws,sysinfo,,,"win32",1381923619160
locale,sysinfo,,,"zh_TW",1381923619160
processors,sysinfo,,,"8",1381923619160
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1381923619160
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1381923619160
java.specification.name,sysinfo,,,"Java Platform API Specification",1381923619160
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1381923619160
java.specification.version,sysinfo,,,"1.6",1381923619160
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1381923619160
java.version,sysinfo,,,"1.6.0_23",1381923619160
java.vm.info,sysinfo,,,"mixed mode",1381923619160
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1381923619160
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1381923619160
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1381923619160
java.vm.specification.version,sysinfo,,,"1.0",1381923619160
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1381923619160
java.vm.version,sysinfo,,,"19.0-b09",1381923619160
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1381923619520
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1381923621498
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1381923621501
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1381923621502
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1381923621503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923621531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923623959
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381923627417
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381923630703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923633443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923644839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923647874
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1381923649671
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1381923649673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923650375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923652065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923653189
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1381923653200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923653482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923658756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923662113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923667616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923679197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923681242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923684908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923696193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923696340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923700405
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1381923700456
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381923700489
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1381923700644
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1381923700645
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.160,"com.altera.debug.cdi.gdb.plugin",1381923700645
stopped,bundle,com.altera.sbtgui.launch,13.1.0.160,"com.altera.sbtgui.launch",1381923700645
stopped,bundle,com.altera.sbtgui.ui,13.1.0.160,"com.altera.sbtgui.ui",1381923700645
stopped,bundle,com.altera.sbtgui.project,13.1.0.160,"com.altera.sbtgui.project",1381923700645
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1381923700645
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1381923700645
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1381923700645
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1381923700646
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1381923700646
stopped,bundle,com.altera.sbt4e.launch,13.1.0.160,"com.altera.sbt4e.launch",1381923700647
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1381923700647
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1381923700648
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1381923700648
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1381923700648
