what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381451477275
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381451484176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381451487209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381451488332
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381451490556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381451491344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381451491513
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381451491517
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381451494503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381451546288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381452221014
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381452222504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381452225016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381452228038
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1381452230769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381452231063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381452239981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381452244201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381452286755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381452287834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453523139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453525788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453525815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453525827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453526986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453530836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453533724
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1381453539984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453540277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453541896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453542125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453578069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381453579354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454088475
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381454089698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1381454091695
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1381454093117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454093455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454095288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454100700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454123013
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1381454123965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454124321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454129883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1381454142411
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1381454143805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454144156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454152598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454159102
error,log,,,"Unable to validate connection settings.",1381454162334
error,log,,,"Unable to validate connection settings.",1381454162336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454164458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454165342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454240010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454241101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454275552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454283725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454285184
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381454286604
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381454287593
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381454290595
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381454306749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1381454310880
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1381454312341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454312689
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1381454550269
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1381454550270
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1381454550271
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1381454550272
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1381454550273
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1381454550273
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1381454550274
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1381454550275
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1381454550276
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1381454550277
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1381454550279
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1381454550280
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1381454550281
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1381454550282
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1381454550283
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1381454550284
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1381454550285
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1381454550285
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1381454550286
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1381454550287
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1381454550288
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1381454550289
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1381454550289
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1381454550290
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1381454550291
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1381454550292
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1381454550292
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1381454550293
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1381454550293
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1381454550293
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1381454550294
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1381454550294
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1381454550294
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1381454550295
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1381454550295
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1381454550295
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1381454550296
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1381454550296
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1381454550296
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1381454550297
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1381454550297
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1381454550297
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1381454550298
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1381454550298
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1381454550298
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1381454550298
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1381454550299
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1381454550299
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1381454550300
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1381454550300
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1381454550300
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1381454550306
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1381454550306
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1381454550307
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1381454550307
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1381454550308
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1381454550309
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1381454550309
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1381454550310
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1381454550310
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1381454550311
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1381454550311
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1381454550311
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1381454550311
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1381454550312
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1381454550312
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1381454550312
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1381454550313
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1381454550313
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1381454550314
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1381454550314
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1381454550314
started,bundle,com.altera.sbtgui.integration,13.0.0.156,"com.altera.sbtgui.integration",1381454550315
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1381454550315
started,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1381454550315
started,bundle,com.altera.systemconsole,13.0.0.156,"com.altera.systemconsole",1381454550315
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1381454550316
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1381454550316
os,sysinfo,,,"win32",1381454550318
arch,sysinfo,,,"x86",1381454550318
ws,sysinfo,,,"win32",1381454550318
locale,sysinfo,,,"zh_TW",1381454550318
processors,sysinfo,,,"8",1381454550318
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1381454550318
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1381454550318
java.specification.name,sysinfo,,,"Java Platform API Specification",1381454550318
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1381454550318
java.specification.version,sysinfo,,,"1.6",1381454550318
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1381454550318
java.version,sysinfo,,,"1.6.0_23",1381454550318
java.vm.info,sysinfo,,,"mixed mode",1381454550318
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1381454550318
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1381454550318
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1381454550318
java.vm.specification.version,sysinfo,,,"1.0",1381454550318
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1381454550318
java.vm.version,sysinfo,,,"19.0-b09",1381454550318
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381454577687
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1381454577697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454578843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454904986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454905074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454906406
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381454906508
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1381454906616
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1381454906619
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1381454906678
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1381454906808
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1381454906808
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1381454906809
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1381454906815
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1381454906815
stopped,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1381454906815
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1381454906815
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1381454906815
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1381454906815
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1381454906816
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1381454906816
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1381454906817
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1381454906817
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1381454906817
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1381454906818
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1381454906819
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1381454906819
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1381454906820
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1381454906820
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1381454906821
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1381454906821
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1381454906822
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1381454906823
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1381454906823
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1381454906824
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1381456305663
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1381456305664
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1381456305689
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1381456305709
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1381456305710
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1381456305726
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1381456305727
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1381456305790
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1381456305818
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1381456305840
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1381456305859
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1381456305924
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1381456305940
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1381456305944
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1381456305959
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1381456305960
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1381456305962
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1381456305962
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1381456305963
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1381456305965
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1381456305973
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1381456305974
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1381456305983
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1381456305984
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1381456306008
